datetime,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,fixedID,quality_factor,snr,highval,lowval
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,00,MV.MBGB.--.BHZ,MV.MBGB.--.BHZ,1,15.09,3451.57,228.75
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,01,MV.MBGB.--.BHN,MV.MBGB.--.BHN,1,11.15,3026.59,271.47
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,02,MV.MBGB.--.BHE,MV.MBGB.--.BHE,1,12.00,3497.37,291.38
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,03,MV.MBLG.--.BHZ,MV.MBLG.--.BHZ,1,1.84,3254.14,1771.72
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,04,MV.MBLG.--.BHN,MV.MBLG.--.BHN,1,1.77,5010.14,2832.39
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,05,MV.MBLG.--.BHE,MV.MBLG.--.BHE,1,1.90,1965.13,1035.65
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,06,MV.MBRV.--.SHZ,MV.MBRV.--.SHZ,1,13.47,3930.61,291.78
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,07,MV.MBWH.--.BHZ,MV.MBWH.--.BHZ,1,14.07,3377.71,240.12
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,08,MV.MBWH.--.BHN,MV.MBWH.--.BHN,1,12.98,3942.52,303.64
2005-08-01 00:53:10,WAV/MVOE_/2005/08/2005-08-01-0053-10S.MVO___035,  64.000,100,  6400,09,MV.MBWH.--.BHE,MV.MBWH.--.BHE,1,11.95,4031.35,337.36
