2008-01-01 19:14:27,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/01-1914-27D.S200801
2008-01-02 09:19:56,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/02-0919-56L.S200801
2008-01-04 03:01:24,R,None,  17.3721, -61.9759,   5.1, 2.7,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/04-0301-24R.S200801
2008-01-04 03:28:04,LV,e,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/04-0328-04L.S200801
2008-01-04 03:33:26,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/04-0333-26L.S200801
2008-01-04 10:53:49,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/04-1053-49L.S200801
2008-01-05 11:11:34,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/05-1111-34D.S200801
2008-01-06 05:26:04,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/06-0526-04D.S200801
2008-01-07 09:01:56,R,None,  16.9637, -61.7843,  69.7, 2.8,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/07-0901-56R.S200801
2008-01-08 04:45:59,R,None,  16.3375, -61.2797,   nan, 3.5,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/08-0445-59R.S200801
2008-01-09 08:45:27,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/09-0845-27D.S200801
2008-01-10 05:07:08,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/10-0507-08L.S200801
2008-01-10 21:19:38,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/10-2119-38R.S200801
2008-01-11 10:45:07,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1045-07D.S200801
2008-01-11 10:55:11,LV,t,  16.7094, -62.1755,   1.9, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1055-11L.S200801
2008-01-11 10:56:27,LV,t,  16.7113, -62.1776,   1.6, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1056-27L.S200801
2008-01-11 10:58:47,LV,t,  16.7129, -62.1756,   1.4, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1058-47L.S200801
2008-01-11 10:59:55,LV,t,  16.7145, -62.1779,   1.9, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1059-55L.S200801
2008-01-11 11:00:54,L,None,  16.7121, -62.1760,   1.9, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1100-54L.S200801
2008-01-11 11:01:59,LV,t,  16.7102, -62.1776,   2.1, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1101-59L.S200801
2008-01-11 11:03:25,LV,t,  16.7112, -62.1783,   2.2, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1103-25L.S200801
2008-01-11 12:45:18,LV,t,  16.7064, -62.1722,   2.6, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1245-18L.S200801
2008-01-11 13:07:09,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1307-09L.S200801
2008-01-11 14:18:20,LV,t,  16.7071, -62.1749,   2.8, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1418-20L.S200801
2008-01-11 14:53:37,LV,t,  16.7095, -62.1743,   1.8, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1453-37L.S200801
2008-01-11 17:52:36,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-1752-36L.S200801
2008-01-11 21:59:03,LV,e,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-2159-03L.S200801
2008-01-11 23:10:04,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-2310-04L.S200801
2008-01-11 23:12:44,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-2312-44L.S200801
2008-01-11 23:38:27,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/11-2338-27L.S200801
2008-01-12 07:07:54,R,None,  17.2367, -61.7920,  57.0, 3.2,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/12-0707-54R.S200801
2008-01-12 08:20:22,R,None,  16.1388, -60.9313,   4.9, 3.3,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/12-0820-22R.S200801
2008-01-12 08:44:20,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/12-0844-20D.S200801
2008-01-13 11:23:08,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/13-1123-08R.S200801
2008-01-13 12:35:06,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/13-1235-06D.S200801
2008-01-14 14:31:17,R,None,  17.6333, -63.3715,   2.5, 4.0,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/14-1431-17R.S200801
2008-01-14 14:33:06,R,None,  17.8583, -63.1647,   3.7, 3.9,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/14-1433-06R.S200801
2008-01-14 16:03:46,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/14-1603-46L.S200801
2008-01-15 00:45:40,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/15-0045-40L.S200801
2008-01-15 05:53:54,R,None,  17.4467, -61.9992,   6.1, 2.7,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/15-0553-54R.S200801
2008-01-15 08:37:36,LV,t,  16.7069, -62.1744,   2.9, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/15-0837-36L.S200801
2008-01-15 16:22:48,LV,e,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/15-1622-48L.S200801
2008-01-16 04:12:58,L,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/16-0412-58L.S200801
2008-01-16 13:59:36,L,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/16-1359-36L.S200801
2008-01-16 16:46:22,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/16-1646-22L.S200801
2008-01-17 21:46:01,R,None,  17.9049, -63.1774,   5.0, 1.9,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/17-2146-01R.S200801
2008-01-17 22:31:29,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/17-2231-29R.S200801
2008-01-18 07:01:27,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/18-0701-27L.S200801
2008-01-18 18:18:02,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/18-1818-02L.S200801
2008-01-19 00:01:34,LV,r,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/19-0001-34L.S200801
2008-01-19 13:24:31,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/19-1324-31L.S200801
2008-01-19 18:22:12,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/19-1822-12R.S200801
2008-01-19 23:36:03,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/19-2336-03D.S200801
2008-01-20 16:48:37,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/20-1648-37L.S200801
2008-01-21 02:53:29,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/21-0253-29R.S200801
2008-01-24 07:22:44,R,None,  17.7962, -61.7700,   4.2, 2.5,L,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/24-0722-44R.S200801
2008-01-24 22:49:23,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/24-2249-23D.S200801
2008-01-25 16:29:14,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/25-1629-14R.S200801
2008-01-27 04:18:44,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/27-0418-44R.S200801
2008-01-27 04:38:22,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/27-0438-22R.S200801
2008-01-27 23:00:39,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/27-2300-39L.S200801
2008-01-28 00:04:32,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0004-32L.S200801
2008-01-28 00:20:34,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0020-34L.S200801
2008-01-28 03:26:51,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0326-51L.S200801
2008-01-28 03:37:45,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0337-45L.S200801
2008-01-28 03:43:59,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0343-59L.S200801
2008-01-28 04:09:18,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0409-18L.S200801
2008-01-28 04:17:20,LV,l,  16.7191, -62.2201,   0.2, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0417-20L.S200801
2008-01-28 04:34:49,LV,l,  16.7212, -62.2227,   0.2, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0434-49L.S200801
2008-01-28 04:43:48,LV,l,  16.7239, -62.2043,   1.7, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0443-48L.S200801
2008-01-28 05:10:49,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0510-49L.S200801
2008-01-28 05:21:04,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0521-04L.S200801
2008-01-28 05:43:25,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0543-25L.S200801
2008-01-28 05:51:54,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0551-54L.S200801
2008-01-28 06:20:37,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0620-37L.S200801
2008-01-28 06:47:54,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0647-54L.S200801
2008-01-28 07:56:57,LV,l,  16.7200, -62.2228,   0.1, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0756-57L.S200801
2008-01-28 08:04:36,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0804-36L.S200801
2008-01-28 08:06:13,LV,l,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2008/01/28-0806-13L.S200801
