datetime,mainclass,subclass,sfilepath,analyst,wavfile1,wavfile2,numarrivals,nummagnitudes,numaefrows,duration
1998-02-01 00:07:43,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0007-43L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0007-43S.MVO_18_1,-, 0,0, 0,110.0
1998-02-01 00:15:23,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0015-23L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0015-23S.MVO_18_1,-, 0,0, 0, 91.0
1998-02-01 00:31:16,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0031-16L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0031-16S.MVO_18_1,-, 0,0, 0, 67.0
1998-02-01 01:01:02,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0101-02L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0101-02S.MVO_18_1,-, 0,0, 0,103.0
1998-02-01 01:35:50,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0135-50L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0135-50S.MVO_18_1,-, 0,0, 0, 77.0
1998-02-01 02:03:16,LV,h,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0203-16L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0203-16S.MVO_18_1,-, 0,0, 0, 59.0
1998-02-01 03:04:37,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0304-37L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0304-37S.MVO_18_1,-, 0,0, 0, 44.0
1998-02-01 04:54:07,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0454-07L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0454-07S.MVO_18_1,-, 0,0, 0,113.0
1998-02-01 05:18:37,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0518-37L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0518-37S.MVO_18_1,-, 0,0, 0, 78.0
1998-02-01 06:22:49,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0622-49L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0622-49S.MVO_18_1,-, 0,0, 0, 44.0
1998-02-01 06:33:57,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0633-57L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0633-57S.MVO_18_1,-, 0,0, 0, 79.0
1998-02-01 06:46:55,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0646-55L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0646-55S.MVO_18_1,-, 0,0, 0, 70.0
1998-02-01 06:49:30,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0649-30L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0649-30S.MVO_18_1,-, 0,0, 0, 60.0
1998-02-01 07:11:28,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0711-28L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0711-28S.MVO_18_1,-, 0,0, 0, 70.0
1998-02-01 07:23:28,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0723-28L.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0723-28S.MVO_18_1,-, 0,0, 0, 93.0
1998-02-01 07:35:40,R,_,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1998/02/01-0735-40R.S199802,lo ,WAV/MVOE_/1998/02/9802-01-0735-40S.MVO_18_1,-, 0,0, 0, 92.0
