2005-01-01 01:00:15,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-0100-15R.S200501
2005-01-01 04:22:39,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-0422-39D.S200501
2005-01-01 06:45:16,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-0645-16D.S200501
2005-01-01 09:56:13,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-0956-13R.S200501
2005-01-01 09:59:45,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-0959-45R.S200501
2005-01-01 12:27:22,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-1227-22R.S200501
2005-01-01 16:42:53,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-1642-53R.S200501
2005-01-01 23:45:34,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/01-2345-34R.S200501
2005-01-02 00:53:46,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/02-0053-46L.S200501
2005-01-02 05:31:05,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/02-0531-05R.S200501
2005-01-02 05:52:12,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/02-0552-12R.S200501
2005-01-02 13:00:03,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/02-1300-03L.S200501
2005-01-02 17:35:59,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/02-1735-59L.S200501
2005-01-02 21:56:47,R,None,  16.8046, -62.2419,   3.1, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/02-2156-47R.S200501
2005-01-03 04:59:49,R,None,  16.8255, -62.1381,   2.5, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/03-0459-49R.S200501
2005-01-03 05:42:10,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/03-0542-10L.S200501
2005-01-05 01:59:16,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/05-0159-16L.S200501
2005-01-05 19:49:03,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/05-1949-03R.S200501
2005-01-06 01:15:54,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/06-0115-54D.S200501
2005-01-07 06:42:39,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/07-0642-39R.S200501
2005-01-07 20:25:55,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/07-2025-55R.S200501
2005-01-07 21:36:32,R,None,  16.0240, -61.4823,   4.2, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/07-2136-32R.S200501
2005-01-07 23:22:52,R,None,  16.1261, -61.4612,   0.0, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/07-2322-52R.S200501
2005-01-08 04:53:49,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/08-0453-49L.S200501
2005-01-09 00:13:21,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0013-21R.S200501
2005-01-09 04:39:48,LV,m,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0439-48L.S200501
2005-01-09 04:47:47,LV,m,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0447-47L.S200501
2005-01-09 05:33:50,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0533-50L.S200501
2005-01-09 05:49:10,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0549-10L.S200501
2005-01-09 05:55:04,LV,m,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0555-04L.S200501
2005-01-09 06:04:22,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0604-22L.S200501
2005-01-09 07:02:01,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0702-01L.S200501
2005-01-09 08:15:20,LV,t,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-0815-20L.S200501
2005-01-09 22:32:24,D,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-2232-24D.S200501
2005-01-09 23:13:25,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/09-2313-25R.S200501
2005-01-10 03:03:28,R,None,  16.0966, -61.2799,   5.1, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/10-0303-28R.S200501
2005-01-10 04:46:03,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/10-0446-03R.S200501
2005-01-10 06:17:39,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2005/01/10-0617-39R.S200501
