datetime,mainclass,subclass,sfilepath,analyst,wavfile1,wavfile2,numarrivals,nummagnitudes,numaefrows,duration
2002-01-01 00:00:59,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0000-59L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0000-59S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 00:12:27,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0012-27L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0012-27S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 00:14:48,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0014-48L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0014-48S.SPN___011,WAV/MVOE_/2002/01/2002-01-01-0015-00S.MVO___015, 0,0, 0,  0.0
2002-01-01 00:21:49,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0021-49L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0021-49S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 00:23:12,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0023-12L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0023-12S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0023-18S.SPN___011, 0,0, 0,  0.0
2002-01-01 00:26:31,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0026-31L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0026-31S.MVO___015,-, 0,0, 0,  0.0
2002-01-01 00:33:27,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0033-27L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0033-27S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 01:03:45,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0103-45L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0103-45S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 01:08:41,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0108-41L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0108-41S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0108-41S.SPN___011, 0,0, 0,  0.0
2002-01-01 01:14:18,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0114-18L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0114-18S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 01:26:53,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0126-53L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0126-53S.SPN___011,WAV/MVOE_/2002/01/2002-01-01-0126-55S.MVO___015, 0,0, 0,  0.0
2002-01-01 01:30:35,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0130-35L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0130-35S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 01:31:43,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0131-43L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0131-43S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 01:34:16,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0134-16L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0134-16S.SPN___011,WAV/MVOE_/2002/01/2002-01-01-0134-17S.MVO___015, 0,0, 0,  0.0
2002-01-01 01:49:40,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0149-40L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0149-40S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 01:51:41,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0151-41L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0151-41S.SPN___011,WAV/MVOE_/2002/01/2002-01-01-0151-49S.MVO___015, 0,0, 0,  0.0
2002-01-01 01:55:18,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0155-18L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0155-18S.SPN___011,WAV/MVOE_/2002/01/2002-01-01-0155-20S.MVO___015, 0,0, 0,  0.0
2002-01-01 02:07:17,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0207-17L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0207-17S.MVO___015,-, 0,0, 0,  0.0
2002-01-01 02:07:36,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0207-36L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0207-36S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 02:28:46,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0228-46L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0228-46S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0228-55S.SPN___011, 0,0, 0,  0.0
2002-01-01 02:48:24,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0248-24L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0248-24S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 02:58:16,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0258-16L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0258-16S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 03:09:39,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0309-39L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0309-39S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0309-43S.SPN___011, 0,0, 0,  0.0
2002-01-01 03:14:02,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0314-02L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0314-02S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 03:15:26,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0315-26L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0315-26S.MVO___015,-, 0,0, 0,  0.0
2002-01-01 03:22:59,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0322-59L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0322-59S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0323-11S.SPN___011, 0,0, 0,  0.0
2002-01-01 03:33:22,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0333-22L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0333-22S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0333-25S.SPN___011, 0,0, 0,  0.0
2002-01-01 03:35:38,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0335-38L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0335-38S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0335-45S.SPN___011, 0,0, 0,  0.0
2002-01-01 03:37:55,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0337-55L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0337-55S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 03:42:24,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0342-24L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0342-24S.MVO___015,-, 0,0, 0,  0.0
2002-01-01 03:50:30,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0350-30L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0350-30S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0350-38S.SPN___011, 0,0, 0,  0.0
2002-01-01 03:55:06,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0355-06L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0355-06S.MVO___015,-, 0,0, 0,  0.0
2002-01-01 04:00:54,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0400-54L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0400-54S.SPN___011,-, 0,0, 0,  0.0
2002-01-01 04:15:57,LV,e,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0415-57L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0415-57S.MVO___015,-, 0,0, 0,  0.0
2002-01-01 04:31:08,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0431-08L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0431-08S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0431-12S.SPN___011, 0,0, 0,  0.0
2002-01-01 04:34:06,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0434-06L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0434-06S.SPN___011,WAV/MVOE_/2002/01/2002-01-01-0434-07S.MVO___015, 0,0, 0,  0.0
2002-01-01 04:36:05,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2002/01/01-0436-05L.S200201,lo ,WAV/MVOE_/2002/01/2002-01-01-0436-05S.MVO___015,WAV/MVOE_/2002/01/2002-01-01-0436-07S.SPN___011, 0,0, 0,  0.0
