datetime,mainclass,subclass,sfilepath,analyst,wavfile1,wavfile2,numarrivals,nummagnitudes,numaefrows,duration
2001-06-01 00:15:43,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0015-43L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0015-43S.SPN___010,WAV/MVOE_/2001/06/2001-06-01-0015-43S.MVO___018, 0,0, 0,  0.0
2001-06-01 00:21:26,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0021-26L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0021-26S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 00:44:31,LV,e,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0044-31L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0044-31S.SPN___010,WAV/MVOE_/2001/06/2001-06-01-0044-31S.MVO___018, 0,0, 0,  0.0
2001-06-01 00:47:57,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0047-57L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0047-57S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 01:06:56,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0106-56L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0106-56S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 01:10:31,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0110-31L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0110-31S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 01:25:19,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0125-19L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0125-19S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 01:39:28,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0139-28L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0139-28S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 01:45:28,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0145-28L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0145-28S.MVO___018,WAV/MVOE_/2001/06/2001-06-01-0145-29S.SPN___010, 0,0, 0,  0.0
2001-06-01 02:08:37,LV,e,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0208-37L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0208-37S.SPN___010,WAV/MVOE_/2001/06/2001-06-01-0208-39S.MVO___018, 0,0, 0,  0.0
2001-06-01 02:20:42,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0220-42L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0220-42S.MVO___018,-, 0,0, 0,  0.0
2001-06-01 02:30:00,LV,l,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0230-00L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0230-00S.SPN___010,WAV/MVOE_/2001/06/2001-06-01-0230-00S.MVO___018, 0,0, 0,  0.0
2001-06-01 02:52:06,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0252-06L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0252-06S.MVO___018,WAV/MVOE_/2001/06/2001-06-01-0252-07S.SPN___010, 0,0, 0,  0.0
2001-06-01 03:01:02,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2001/06/01-0301-02L.S200106,lo ,WAV/MVOE_/2001/06/2001-06-01-0301-02S.MVO___018,-, 0,0, 0,  0.0
