datetime,mainclass,subclass,sfilepath,analyst,wavfile1,wavfile2,numarrivals,nummagnitudes,numaefrows,duration
1999-09-01 01:29:08,LV,t,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0129-08L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0129-08S.MVO_19_1,-, 0,0, 0, 23.0
1999-09-01 02:25:50,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0225-50L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0225-50S.MVO_19_1,-, 0,0, 0, 59.0
1999-09-01 02:32:06,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0232-06L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0232-06S.MVO_19_1,-, 0,0, 0,113.0
1999-09-01 03:09:48,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0309-48L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0309-48S.MVO_19_1,-, 0,0, 0, 40.0
1999-09-01 03:52:19,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0352-19L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0352-19S.MVO_19_1,-, 0,0, 0,109.0
1999-09-01 03:59:02,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0359-02L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0359-02S.MVO_19_1,-, 0,0, 0, 71.0
1999-09-01 06:01:19,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0601-19L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0601-19S.MVO_19_1,-, 0,0, 0, 44.0
1999-09-01 07:53:04,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-0753-04L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-0753-04S.MVO_19_1,-, 0,0, 0, 52.0
1999-09-01 10:37:05,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1037-05L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1037-05S.MVO_19_1,-, 0,0, 0,121.0
1999-09-01 11:23:11,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1123-11L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1123-11S.MVO_19_1,-, 0,0, 0, 38.0
1999-09-01 12:16:27,LV,t,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1216-27L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1216-27S.MVO_19_1,-, 0,0, 0, 28.0
1999-09-01 13:49:32,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1349-32L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1349-32S.MVO_19_1,-, 0,0, 0, 45.0
1999-09-01 14:38:55,LV,t,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1438-55L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1438-55S.MVO_19_1,-, 0,0, 0, 24.0
1999-09-01 18:12:42,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1812-42L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1812-42S.MVO_19_1,-, 0,0, 0, 65.0
1999-09-01 19:03:30,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-1903-30L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-1903-30S.MVO_19_1,-, 0,0, 0, 49.0
1999-09-01 20:12:52,LV,t,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-2012-52L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-2012-52S.MVO_19_1,-, 0,0, 0, 21.0
1999-09-01 20:35:43,LV,t,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-2035-43L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-2035-43S.MVO_19_1,-, 0,0, 0, 22.0
1999-09-01 23:12:50,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-2312-50L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-2312-50S.MVO_19_1,-, 0,0, 0, 47.0
1999-09-01 23:37:51,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/01-2337-51L.S199909,lo ,WAV/MVOE_/1999/09/9909-01-2337-51S.MVO_19_1,-, 0,0, 0, 65.0
1999-09-02 00:50:25,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/02-0050-25L.S199909,lo ,WAV/MVOE_/1999/09/9909-02-0050-25S.MVO_19_1,-, 0,0, 0, 51.0
1999-09-02 00:54:33,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/02-0054-33L.S199909,lo ,WAV/MVOE_/1999/09/9909-02-0054-33S.MVO_19_1,-, 0,0, 0,114.0
1999-09-02 05:29:03,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/02-0529-03L.S199909,lo ,WAV/MVOE_/1999/09/9909-02-0529-03S.MVO_19_1,-, 0,0, 0, 38.0
1999-09-02 08:44:55,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/02-0844-55L.S199909,lo ,WAV/MVOE_/1999/09/9909-02-0844-55S.MVO_19_1,-, 0,0, 0, 32.0
1999-09-02 08:45:54,LV,t,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/02-0845-54L.S199909,lo ,WAV/MVOE_/1999/09/9909-02-0845-54S.MVO_19_1,-, 8,1, 0, 39.0
1999-09-02 12:07:17,LV,r,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/1999/09/02-1207-17L.S199909,lo ,WAV/MVOE_/1999/09/9909-02-1207-17S.MVO_19_1,-, 0,0, 0, 33.0
