2004-05-01 22:07:01,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/01-2207-01L.S200405
2004-05-03 02:02:43,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/03-0202-43L.S200405
2004-05-07 00:34:58,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/07-0034-58L.S200405
2004-05-07 02:58:41,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/07-0258-41L.S200405
2004-05-07 17:22:39,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/07-1722-39L.S200405
2004-05-07 21:38:28,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/07-2138-28L.S200405
2004-05-08 19:45:53,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/08-1945-53L.S200405
2004-05-09 10:06:25,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/09-1006-25R.S200405
2004-05-09 10:11:17,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/09-1011-17R.S200405
2004-05-09 11:28:58,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/09-1128-58L.S200405
2004-05-09 20:29:07,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/09-2029-07R.S200405
2004-05-11 06:14:30,R,None,  18.0890, -61.7050,  42.4, 4.0, ,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/11-0614-30R.S200405
2004-05-11 08:30:20,R,None,  18.0300, -61.6890,  46.9, 3.4, ,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/11-0830-20R.S200405
2004-05-13 07:27:09,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/13-0727-09R.S200405
2004-05-13 12:52:06,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/13-1252-06R.S200405
2004-05-13 16:32:09,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/13-1632-09L.S200405
2004-05-13 16:34:11,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/13-1634-11L.S200405
2004-05-14 07:37:38,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/14-0737-38L.S200405
2004-05-14 10:07:01,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/14-1007-01L.S200405
2004-05-14 21:15:03,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/14-2115-03L.S200405
2004-05-18 13:05:24,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/18-1305-24L.S200405
2004-05-19 00:31:29,R,None,  16.3099, -61.8360,  43.4, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/19-0031-29R.S200405
2004-05-20 10:14:15,R,None,  11.0900, -61.6600,  37.0, 3.8, ,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/20-1014-15R.S200405
2004-05-20 12:20:03,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/20-1220-03L.S200405
2004-05-20 20:49:36,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/20-2049-36L.S200405
2004-05-20 20:59:40,R,None,  17.0248, -62.1616,  13.3, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/20-2059-40R.S200405
2004-05-21 04:09:48,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-0409-48L.S200405
2004-05-21 07:54:21,R,None,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-0754-21R.S200405
2004-05-21 18:23:44,LV,hl,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-1823-44L.S200405
2004-05-21 20:54:12,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-2054-12L.S200405
2004-05-21 22:55:57,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-2255-57L.S200405
2004-05-21 23:03:09,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-2303-09L.S200405
2004-05-21 23:05:50,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/21-2305-50L.S200405
2004-05-22 00:03:43,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0003-43L.S200405
2004-05-22 01:00:21,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0100-21L.S200405
2004-05-22 01:07:43,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0107-43L.S200405
2004-05-22 03:24:23,LV,n,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0324-23L.S200405
2004-05-22 04:11:46,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0411-46L.S200405
2004-05-22 04:20:56,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0420-56L.S200405
2004-05-22 04:39:42,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0439-42L.S200405
2004-05-22 04:40:31,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0440-31L.S200405
2004-05-22 04:50:33,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0450-33L.S200405
2004-05-22 06:20:52,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0620-52L.S200405
2004-05-22 06:30:59,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0630-59L.S200405
2004-05-22 09:04:21,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-0904-21L.S200405
2004-05-22 11:15:27,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-1115-27L.S200405
2004-05-22 12:47:34,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-1247-34L.S200405
2004-05-22 13:02:16,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-1302-16L.S200405
2004-05-22 14:24:54,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-1424-54L.S200405
2004-05-22 21:39:05,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-2139-05L.S200405
2004-05-22 23:14:12,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/22-2314-12L.S200405
2004-05-23 00:44:19,LV,h,      nan,      nan,   nan, nan,,/home/thompsong/Desktop/Montserrat/data/seismo/REA/MVOE_/2004/05/23-0044-19L.S200405
