datetime,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,fixedID,quality_factor,snr,highval,lowval
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.78,536.46,300.66
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,2.08,36.51,17.53
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,2.47,212.37,86.13
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,1.83,162.81,88.73
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.08,2107.26,1950.47
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,05,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,1.75,492.82,281.49
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,06,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.77,1393.37,788.84
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,07,MV.MWHE.--.SHE,MV.MWHE.--.SHE,1,3.36,1690.56,503.27
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,08,MV.MWHN.--.SHN,MV.MWHN.--.SHN,1,2.79,1136.69,407.68
2001-08-01 00:35:50.948000,WAV/ASNE_/2001/08/2001-08-01-0035-50S.ASNE__010,  64.000,100,  6400,09,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,1.89,281.11,149.02
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,2.34,493.83,210.99
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,1.90,34.03,17.95
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,1.57,145.27,92.59
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,2.54,190.24,74.80
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.40,2062.50,1475.76
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,05,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,2.18,528.75,242.90
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,06,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,2.02,1263.34,624.05
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,07,MV.MWHE.--.SHE,MV.MWHE.--.SHE,1,1.90,1026.86,540.45
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,08,MV.MWHN.--.SHN,MV.MWHN.--.SHN,1,2.41,780.08,323.41
2001-08-01 01:09:16.434000,WAV/ASNE_/2001/08/2001-08-01-0109-16S.ASNE__010, 102.000,100, 10200,09,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,1.77,170.07,95.90
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.72,157.93,91.73
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,2.26,45.79,20.26
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,4.12,260.11,63.06
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,2.82,195.94,69.42
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.73,792.99,457.72
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,05,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,2.32,206.27,88.84
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,06,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.76,399.34,226.56
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,07,MV.MWHE.--.SHE,MV.MWHE.--.SHE,1,1.94,235.79,121.73
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,08,MV.MWHN.--.SHN,MV.MWHN.--.SHN,1,2.05,205.79,100.19
2001-08-01 01:25:00.192000,WAV/ASNE_/2001/08/2001-08-01-0125-00S.ASNE__010,  65.000,100,  6500,09,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,1.87,59.29,31.75
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.75,331.56,189.71
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,1.90,39.12,20.63
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,1.85,168.35,91.22
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,1.85,132.93,71.70
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.40,2011.31,1439.97
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,05,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,1.84,351.38,191.07
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,06,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,2.15,744.79,346.82
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,07,MV.MWHE.--.SHE,MV.MWHE.--.SHE,1,1.66,679.93,410.12
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,08,MV.MWHN.--.SHN,MV.MWHN.--.SHN,1,1.90,464.20,244.34
2001-08-01 01:32:50.072000,WAV/ASNE_/2001/08/2001-08-01-0132-50S.ASNE__010,  55.000,100,  5500,09,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,2.05,183.71,89.82
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.66,737.75,443.10
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,12.48,360.51,28.90
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,3.59,427.56,119.03
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,7.27,1162.94,159.94
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.05,2058.85,1968.52
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,05,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,2.14,761.08,355.48
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,06,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.96,1687.96,862.51
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,07,MV.MWHE.--.SHE,MV.MWHE.--.SHE,1,1.92,1269.90,660.17
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,08,MV.MWHN.--.SHN,MV.MWHN.--.SHN,1,1.86,1384.84,746.05
2001-08-01 02:06:02.561000,WAV/ASNE_/2001/08/2001-08-01-0206-02S.ASNE__010,  71.000,100,  7100,09,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,1.49,304.85,204.22
2001-08-01 02:51:09.866000,WAV/ASNE_/2001/08/2001-08-01-0251-09S.ASNE__010,  57.000,100,  5700,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.64,400.39,244.05
2001-08-01 02:51:09.866000,WAV/ASNE_/2001/08/2001-08-01-0251-09S.ASNE__010,  57.000,100,  5700,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,15.29,336.81,22.02
2001-08-01 02:51:09.866000,WAV/ASNE_/2001/08/2001-08-01-0251-09S.ASNE__010,  57.000,100,  5700,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,4.39,381.84,87.02
2001-08-01 02:51:09.866000,WAV/ASNE_/2001/08/2001-08-01-0251-09S.ASNE__010,  57.000,100,  5700,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,9.39,800.76,85.31
2001-08-01 02:51:09.866000,WAV/ASNE_/2001/08/2001-08-01-0251-09S.ASNE__010,  57.000,100,  5700,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.58,1988.17,1261.87
