datetime,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,fixedID,quality_factor,snr,highval,lowval
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,00,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.86,943.94,508.25
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,01,MV.MJHL.--.SHZ,MV.MJHL.--.SHZ,1,1.82,63.62,34.87
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,02,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,1.49,193.81,129.67
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,1.55,255.47,164.38
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.51,1002.28,662.86
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,05,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,1.60,190.27,118.63
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,06,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.77,457.61,258.26
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,07,MV.MWHE.--.SHX,MV.MWHE.--.SHX,1,1.58,296.78,187.38
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,08,MV.MWHN.--.SHY,MV.MWHN.--.SHY,1,2.10,328.93,156.62
2000-04-01 03:51:10.998000,WAV/ASNE_/2000/04/2000-04-01-0351-10S.ASNE__010,  28.160,100,  2816,09,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,1.41,94.70,67.28
