datetime,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,fixedID,quality_factor,snr,highval,lowval
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,00,MV.IRIG.--.THE,MV.IRIG.--.THE,1,2.08,171.43,82.24
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,01,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.70,39.78,23.42
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,02,MV.MLYT.--.SHZ,MV.MLYT.--.SHZ,1,1.98,56.78,28.66
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,03,MV.MJHT.--.SHZ,MV.MJHT.--.SHZ,1,2.52,94.82,37.69
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,04,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.44,2109.26,1466.24
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,05,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,2.17,498.44,230.16
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,06,MV.MWHZ.--.SHZ,MV.MWHZ.--.SHZ,1,2.27,31.33,13.83
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,07,MV.MWHE.--.SHE,MV.MWHE.--.SHE,1,1.91,52.20,27.28
2003-11-01 00:19:23.536000,WAV/MVOE_/2003/11/2003-11-01-0019-23S.SPN___009,  34.000,100,  3400,08,MV.MWHN.--.SHN,MV.MWHN.--.SHN,1,1.79,26.11,14.63
2003-11-01 02:32:12,WAV/MVOE_/2003/11/2003-11-01-0232-12S.MVO___017,  62.000, 75,  4650,00,MV.MBGB.--.BHZ,MV.MBGB.--.BHZ,1,1.64,524.95,319.81
2003-11-01 02:32:12,WAV/MVOE_/2003/11/2003-11-01-0232-12S.MVO___017,  62.000, 75,  4650,01,MV.MBGB.--.BHN,MV.MBGB.--.BHN,1,1.59,1337.42,841.92
2003-11-01 02:32:12,WAV/MVOE_/2003/11/2003-11-01-0232-12S.MVO___017,  62.000, 75,  4650,02,MV.MBGB.--.BHE,MV.MBGB.--.BHE,1,2.04,1740.96,851.80
