datetime,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,fixedID,quality_factor,snr,highval,lowval
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,00,.MBBY.Z.BH,.MBBY.Z.BH,0,-1.00,-1.00,-1.00
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,01,.MBBY.N.BH,.MBBY.N.BH,0,-1.00,-1.00,-1.00
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,02,.MBBY.E.BH,.MBBY.E.BH,0,-1.00,-1.00,-1.00
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,03,MV.MBFL.--.SHZ,MV.MBFL.--.SHZ,1,21.85,262176.72,11996.27
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,04,MV.MBFR.--.BHZ,MV.MBFR.--.BHZ,1,2.56,3446.28,1346.65
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,05,MV.MBFR.--.BHN,MV.MBFR.--.BHN,1,1.78,7333.33,4130.95
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,06,MV.MBFR.--.BHE,MV.MBFR.--.BHE,1,1.76,5859.61,3325.22
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,07,MV.MBGB.--.BHZ,MV.MBGB.--.BHZ,1,21.73,265084.14,12200.16
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,08,MV.MBGB.--.BHN,MV.MBGB.--.BHN,1,21.78,265728.05,12202.50
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,09,MV.MBGB.--.BHE,MV.MBGB.--.BHE,1,21.80,266045.07,12204.22
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,10,MV.MBGH.--.PH2,MV.MBGH.--.PH2,1,2.53,3058.94,1208.59
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,11,MV.MBGH.--.PH1,MV.MBGH.--.PH1,1,21.81,396540.77,18181.12
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,12,MV.MBGH.--.BHZ,MV.MBGH.--.BHZ,1,2.03,5504.31,2716.59
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,13,MV.MBGH.--.BHN,MV.MBGH.--.BHN,1,1.77,8300.48,4694.28
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,14,MV.MBGH.--.BHE,MV.MBGH.--.BHE,1,1.74,9680.38,5569.49
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,15,MV.MBHA.--.BHZ,MV.MBHA.--.BHZ,1,21.52,264348.91,12282.03
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,16,MV.MBHA.--.BHN,MV.MBHA.--.BHN,1,20.56,264663.83,12874.92
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,17,MV.MBHA.--.BHE,MV.MBHA.--.BHE,1,21.66,264256.50,12199.96
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,18,MV.MBLG.--.BHZ,MV.MBLG.--.BHZ,1,2.35,34590.03,14691.77
2007-11-02 00:30:29,WAV/MVOE_/2007/11/2007-11-02-0030-29S.MVO___028,  80.000,100,  8000,19,MV.MBLG.--.BHN,MV.MBLG.--.BHN,1,1.56,29002.44,18637.47
