datetime,duration,wavfilepath,sampling_rate,npts,traceNum,traceID,fixedID,quality_factor,snr,highval,lowval
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,00,MV.MBET.--.SHZ,MV.MBET.--.SHZ,1,1.13,2306.91,2038.83
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,01,MV.MGAT.--.SHZ,MV.MGAT.--.SHZ,1,1.08,2361.11,2180.06
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,02,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.08,2270.19,2105.94
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,2.93,1385.93,473.62
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.10,2247.38,2041.55
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,05,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.38,2340.57,1693.86
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,06,MV.MSAT.--.SHZ,MV.MSAT.--.SHZ,1,1.60,5.44,3.40
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,07,MV.MSPT.--.SHZ,MV.MSPT.--.SHZ,1,1.11,2457.71,2214.05
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,08,MV.MVPE.--.SHX,MV.MVPE.--.SHX,1,2.36,162.35,68.86
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,09,MV.MVPN.--.SHY,MV.MVPN.--.SHY,1,2.50,61.38,24.54
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,10,MV.MVPV.--.SHZ,MV.MVPV.--.SHZ,1,2.77,182.91,66.02
1995-10-11 04:21:04.911000,WAV/ASNE_/1995/10/1995-10-11-0421-04S.ASNE__012, 145.920,100, 14592,11,MV.MWHT.--.SHZ,MV.MWHT.--.SHZ,1,1.16,2487.45,2145.22
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,00,MV.MBET.--.SHZ,MV.MBET.--.SHZ,1,2.02,2122.26,1052.45
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,01,MV.MGAT.--.SHZ,MV.MGAT.--.SHZ,1,1.38,2330.45,1689.88
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,02,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.17,2333.82,1988.33
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,2.31,339.02,146.90
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,2.39,2020.10,846.67
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,05,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,2.06,2388.55,1161.77
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,06,MV.MSAT.--.SHZ,MV.MSAT.--.SHZ,1,1.40,7.52,5.35
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,07,MV.MSPT.--.SHZ,MV.MSPT.--.SHZ,1,1.32,2277.34,1722.11
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,08,MV.MVPE.--.SHX,MV.MVPE.--.SHX,1,2.73,159.10,58.28
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,09,MV.MVPN.--.SHY,MV.MVPN.--.SHY,1,2.59,182.27,70.51
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,10,MV.MVPV.--.SHZ,MV.MVPV.--.SHZ,1,3.23,264.80,82.10
1995-10-13 15:24:19.911000,WAV/ASNE_/1995/10/1995-10-13-1524-19S.ASNE__012,  92.160,100,  9216,11,MV.MWHT.--.SHZ,MV.MWHT.--.SHZ,1,1.13,2256.37,1990.57
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,00,MV.MBET.--.SHZ,MV.MBET.--.SHZ,1,1.75,471.40,268.96
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,01,MV.MGAT.--.SHZ,MV.MGAT.--.SHZ,1,1.08,2239.33,2064.71
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,02,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.78,1276.13,718.14
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,1.41,162.55,115.66
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,2.02,858.70,425.14
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,05,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.51,589.67,391.64
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,06,MV.MSAT.--.SHZ,MV.MSAT.--.SHZ,1,2.27,10.34,4.55
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,07,MV.MSPT.--.SHZ,MV.MSPT.--.SHZ,1,1.88,1477.28,785.61
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,08,MV.MVPE.--.SHX,MV.MVPE.--.SHX,1,1.81,15.34,8.45
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,09,MV.MVPN.--.SHY,MV.MVPN.--.SHY,1,1.49,52.00,34.98
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,10,MV.MVPV.--.SHZ,MV.MVPV.--.SHZ,1,1.79,24.20,13.52
1995-10-17 02:45:14.156000,WAV/ASNE_/1995/10/1995-10-17-0245-14S.ASNE__012, 143.360,100, 14336,11,MV.MWHT.--.SHZ,MV.MWHT.--.SHZ,1,1.69,1589.93,942.68
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,00,MV.MBET.--.SHZ,MV.MBET.--.SHZ,1,2.40,2125.18,885.73
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,01,MV.MGAT.--.SHZ,MV.MGAT.--.SHZ,1,1.10,2456.04,2239.69
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,02,MV.MGHZ.--.SHZ,MV.MGHZ.--.SHZ,1,1.21,2291.82,1896.26
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,03,MV.MLGL.--.SHZ,MV.MLGL.--.SHZ,1,2.83,549.55,193.94
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,04,MV.MLGT.--.SHZ,MV.MLGT.--.SHZ,1,1.74,2115.05,1218.99
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,05,MV.MRYT.--.SHZ,MV.MRYT.--.SHZ,1,1.80,1959.21,1086.94
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,06,MV.MSAT.--.SHZ,MV.MSAT.--.SHZ,1,1.57,7.52,4.78
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,07,MV.MSPT.--.SHZ,MV.MSPT.--.SHZ,1,1.41,2241.24,1591.36
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,08,MV.MVPE.--.SHX,MV.MVPE.--.SHX,1,2.66,64.66,24.28
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,09,MV.MVPN.--.SHY,MV.MVPN.--.SHY,1,2.30,108.83,47.25
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,10,MV.MVPV.--.SHZ,MV.MVPV.--.SHZ,1,2.52,78.41,31.13
1995-10-23 17:35:36.009000,WAV/ASNE_/1995/10/1995-10-23-1735-36S.ASNE__012, 250.880,100, 25088,11,MV.MWHT.--.SHZ,MV.MWHT.--.SHZ,1,1.10,2297.73,2086.73
